1267142400,7,11,18,29,42,6,7
1266537600,12,31,37,38,43,2,3
1265932800,1,5,18,38,45,4,6
1265328000,34,35,38,39,46,3,4
1264723200,9,17,30,39,43,5,7
1264118400,4,22,27,36,44,7,9
1263513600,11,26,29,49,50,4,7
1262908800,4,5,14,44,46,8,9
1262304000,9,22,24,27,36,5,7
1261699200,4,5,14,17,34,3,5
1261094400,14,30,32,35,49,3,8
1260489600,20,41,43,44,46,2,9
1259884800,18,19,25,30,44,1,3
1259280000,5,8,13,15,33,8,9
1258675200,5,9,28,43,47,2,9
1258070400,13,15,25,26,32,3,4
1257465600,11,19,34,43,45,5,9
1256860800,9,33,35,38,40,2,6
1256252400,6,18,20,29,31,2,8
1255647600,12,23,30,31,47,3,4
1255042800,7,11,29,46,50,4,7
1254438000,22,23,24,29,44,1,5
1253833200,6,17,18,21,34,3,9
1253228400,6,16,30,38,41,2,4
1252623600,12,15,35,42,43,4,6
1252018800,6,9,20,38,39,3,9
1251414000,8,36,37,41,49,5,7
1250809200,4,7,16,31,42,3,5
1250204400,5,8,24,30,49,3,9
1249599600,10,20,22,24,31,2,7
1248994800,5,9,20,21,26,3,6
1248390000,14,15,25,35,47,5,9
1247785200,2,8,17,32,50,3,7
1247180400,6,16,20,42,46,1,6
1246575600,21,29,34,46,47,6,8
1245970800,6,11,21,30,39,2,8
1245366000,4,16,17,20,29,5,7
1244761200,6,14,16,34,50,4,6
1244156400,11,19,26,35,40,2,5
1243551600,2,5,30,37,47,3,6
1242946800,4,13,14,33,43,1,6
1242342000,8,18,19,20,42,5,9
1241737200,4,23,24,29,31,8,9
1241132400,5,19,31,38,47,3,5
1240527600,4,14,21,24,41,5,8
1239922800,4,7,21,44,47,1,5
1239318000,9,14,16,37,46,2,4
1238713200,2,20,24,32,46,1,9
1238112000,25,33,36,38,42,6,7
1237507200,12,16,23,31,35,4,6
1236902400,12,24,26,36,42,1,4
1236297600,13,17,19,25,35,5,6
1235692800,5,9,37,44,45,6,9
1235088000,9,12,13,14,48,1,2
1234483200,22,33,36,40,42,1,2
1233878400,10,20,30,36,40,3,5
1233273600,4,29,34,35,46,5,8
1232668800,32,33,36,40,49,2,8
1232064000,3,17,22,49,50,3,6
1231459200,7,15,22,28,48,1,4
1230854400,29,30,36,37,48,1,6
1230249600,1,2,26,44,50,1,7
1229644800,28,29,40,46,50,5,7
1229040000,2,19,28,42,49,2,7
1228435200,4,8,21,35,45,5,8
1227830400,8,11,16,25,41,2,4
1227225600,9,14,21,49,50,3,8
1226620800,8,10,14,21,26,3,4
1226016000,1,9,12,17,18,3,4
1225411200,3,18,25,34,41,2,5
1224802800,7,15,16,17,45,6,9
1224198000,3,10,12,42,50,1,5
1223593200,4,15,22,31,41,1,6
1222988400,4,13,19,23,38,2,3
1222383600,14,29,31,33,37,1,2
1221778800,14,16,19,20,31,6,9
1221174000,19,23,33,37,50,3,7
1220569200,7,12,16,17,39,3,8
1219964400,2,20,25,37,39,5,8
1219359600,7,27,29,39,50,5,7
1218754800,11,17,18,26,31,5,6
1218150000,4,5,15,16,45,4,7
1217545200,1,22,25,40,50,1,8
1216940400,7,11,15,24,29,2,7
1216335600,10,14,16,29,44,5,6
1215730800,9,11,13,19,37,3,4
1215126000,7,19,22,27,48,5,7
1214521200,5,20,26,44,50,5,7
1213916400,8,11,36,37,45,3,5
1213311600,13,16,37,44,50,1,9
1212706800,7,19,21,40,50,2,9
1212102000,5,7,14,20,49,2,8
1211497200,5,9,19,21,38,1,7
1210892400,6,9,15,25,38,4,9
1210287600,8,9,40,42,45,6,7
1209682800,2,26,37,45,48,4,8
1209078000,4,19,26,27,30,3,8
1208473200,3,6,7,27,50,5,9
1207868400,6,25,30,45,50,5,7
1207263600,11,13,18,37,47,1,6
1206662400,5,9,17,29,39,3,6
1206057600,2,10,18,22,36,4,6
1205452800,13,21,25,35,48,4,8
1204848000,2,7,14,17,35,1,6
1204243200,12,37,40,47,49,2,9
1203638400,4,27,32,46,50,8,9
1203033600,12,27,29,45,46,4,7
1202428800,17,28,30,38,44,1,4
1201824000,22,30,45,47,49,4,9
1201219200,2,6,9,19,45,7,8
1200614400,14,16,23,40,46,4,8
1200009600,8,24,36,49,50,4,8
1199404800,10,12,24,25,41,3,5
1198800000,20,21,22,31,45,7,9
1198195200,7,9,28,37,44,6,7
1197590400,8,25,30,36,44,3,4
1196985600,2,4,32,43,48,1,7
1196380800,12,19,20,30,38,7,9
1195776000,2,10,22,29,48,3,9
1195171200,9,18,23,33,37,1,8
1194566400,5,14,22,25,36,5,6
1193961600,3,16,18,19,40,1,2
1193353200,7,20,38,40,43,1,8
1192748400,7,18,34,35,40,7,8
1192143600,21,32,36,46,47,3,4
1191538800,11,20,27,35,44,2,5
1190934000,22,30,34,35,44,4,5
1190329200,1,17,32,35,37,1,8
1189724400,5,9,11,29,33,7,9
1189119600,2,3,33,34,42,3,5
1188514800,6,18,22,23,37,5,6
1187910000,1,3,16,42,48,2,3
1187305200,2,3,13,38,42,7,8
1186700400,23,40,42,43,49,2,6
1186095600,10,30,33,37,41,1,8
1185490800,1,4,21,29,41,7,8
1184886000,10,21,25,26,50,4,9
1184281200,9,13,15,31,48,3,6
1183676400,4,5,19,39,41,8,9
1183071600,8,12,28,33,45,1,3
1182466800,11,16,17,22,34,5,6
1181862000,5,7,14,21,40,3,8
1181257200,1,15,17,25,45,2,8
1180652400,6,22,37,41,42,6,9
1180047600,25,26,29,49,50,7,8
1179442800,26,34,37,39,49,2,6
1178838000,7,12,26,29,49,2,6
1178233200,6,17,35,41,45,1,5
1177628400,7,18,27,36,44,1,2
1177023600,23,26,32,41,45,3,7
1176418800,7,20,25,38,41,3,7
1175814000,15,23,29,41,48,3,6
1175209200,9,17,19,41,46,1,8
1174608000,5,13,17,40,43,1,3
1174003200,4,14,31,45,49,4,9
1173398400,2,3,25,43,48,6,9
1172793600,3,16,34,38,48,5,8
1172188800,2,15,18,20,22,2,5
1171584000,8,19,20,39,50,6,9
1170979200,14,16,30,36,46,2,8
1170374400,14,23,27,30,36,1,6
1169769600,11,15,23,30,38,4,9
1169164800,5,13,27,33,42,2,4
1168560000,8,11,14,19,25,3,5
1167955200,17,19,29,36,45,5,6
1167350400,6,9,13,14,35,3,4
1166745600,9,11,20,38,43,2,3
1166140800,9,23,35,37,42,3,7
1165536000,16,17,18,36,47,1,2
1164931200,4,8,16,37,41,2,5
1164326400,5,8,17,25,40,1,5
1163721600,12,22,32,33,36,2,6
1163116800,14,21,27,30,36,2,3
1162512000,11,13,24,44,49,3,9
1161903600,3,4,8,44,50,7,8
1161298800,10,19,34,45,47,3,6
1160694000,2,25,32,38,41,3,5
1160089200,5,11,22,35,38,7,8
1159484400,1,3,6,18,24,5,8
1158879600,10,29,30,45,49,3,8
1158274800,6,10,16,26,49,7,9
1157670000,1,10,12,32,33,1,8
1157065200,3,7,25,45,50,6,9
1156460400,10,28,40,47,48,6,8
1155855600,12,37,39,40,50,1,2
1155250800,27,28,31,46,47,2,5
1154646000,1,14,15,26,32,3,7
1154041200,3,8,12,29,43,6,7
1153436400,2,4,9,38,50,6,8
1152831600,1,7,17,31,36,2,8
1152226800,7,9,18,35,43,5,7
1151622000,6,15,16,40,43,1,2
1151017200,9,21,30,43,44,1,9
1150412400,1,16,26,30,36,3,9
1149807600,3,12,15,34,39,4,6
1149202800,7,8,27,41,48,1,6
1148598000,2,12,21,41,49,3,7
1147993200,3,5,25,34,49,5,8
1147388400,5,20,23,34,50,1,5
1146783600,4,8,14,16,50,3,9
1146178800,5,10,17,22,33,5,7
1145574000,1,20,22,37,46,1,9
1144969200,16,26,34,35,49,2,6
1144364400,12,13,29,44,50,4,5
1143759600,3,20,31,45,50,6,7
1143158400,17,28,33,35,47,4,9
1142553600,5,32,44,45,50,1,7
1141948800,1,21,33,45,49,4,8
1141344000,3,5,8,10,44,3,5
1140739200,1,11,18,19,47,3,7
1140134400,4,23,24,26,38,2,4
1139529600,5,6,38,48,50,6,7
1138924800,9,21,30,39,50,1,3
1138320000,9,15,21,40,49,1,4
1137715200,12,15,33,44,50,2,6
1137110400,8,12,19,33,34,1,6
1136505600,2,6,9,14,26,4,5
1135900800,8,16,19,43,45,1,4
1135296000,15,31,36,37,42,1,7
1134691200,2,3,15,18,32,6,7
1134086400,11,18,35,38,42,1,5
1133481600,1,9,20,23,30,4,7
1132876800,1,6,27,39,47,1,6
1132272000,17,18,25,34,48,2,3
1131667200,15,16,36,41,42,3,5
1131062400,26,36,37,38,42,2,6
1130454000,14,36,44,47,50,3,5
1129849200,1,14,19,29,33,1,8
1129244400,10,11,19,20,23,1,6
1128639600,2,13,21,26,44,3,9
1128034800,6,11,47,48,50,1,6
1127430000,1,26,31,34,47,4,9
1126825200,12,13,19,21,38,3,9
1126220400,8,12,19,31,50,6,7
1125615600,3,4,14,43,50,3,6
1125010800,9,29,35,40,41,1,6
1124406000,11,24,29,31,41,1,3
1123801200,15,23,30,37,40,7,9
1123196400,2,11,21,22,30,4,6
1122591600,3,19,26,49,50,4,5
1121986800,3,14,41,48,49,1,4
1121382000,1,11,12,23,42,3,6
1120777200,35,36,42,46,49,2,8
1120172400,4,5,23,25,28,3,4
1119567600,6,8,14,15,45,7,8
1118962800,4,8,10,18,21,1,7
1118358000,6,7,32,37,47,1,7
1117753200,3,8,11,17,50,1,5
1117148400,2,24,31,48,50,4,9
1116543600,6,7,13,28,47,5,8
1115938800,12,17,31,32,40,2,9
1115334000,7,12,21,26,44,6,8
1114729200,3,9,35,39,42,1,8
1114124400,3,10,13,24,47,5,9
1113519600,6,28,31,38,42,3,9
1112914800,7,11,25,31,50,1,3
1112310000,25,26,41,44,47,3,7
1111708800,4,29,33,37,38,6,9
1111104000,6,23,39,43,48,5,7
1110499200,8,12,23,40,43,1,4
1109894400,12,24,32,37,39,7,9
1109289600,3,27,30,43,44,4,8
1108684800,20,21,26,32,46,8,9
1108080000,11,13,25,32,50,4,7
1107475200,1,8,11,30,40,7,8
1106870400,7,21,26,43,45,5,7
1106265600,10,12,14,24,26,5,8
1105660800,6,11,14,19,29,1,3
1105056000,3,23,27,47,50,2,3
1104451200,7,8,24,25,47,8,9
1103846400,3,4,27,29,37,5,6
1103241600,15,19,22,46,49,2,9
1102636800,1,3,13,16,43,2,7
1102032000,1,11,15,42,49,3,4
1101427200,1,4,24,34,36,6,8
1100822400,1,18,29,34,37,2,6
1100217600,4,11,12,13,32,3,9
1099612800,6,19,25,42,49,1,7
1099004400,1,8,32,35,38,4,9
1098399600,1,9,23,25,40,3,9
1097794800,14,21,22,37,43,5,8
1097190000,1,10,12,16,48,2,6
1096585200,12,20,21,45,48,5,6
1095980400,21,26,27,44,48,1,7
1095375600,15,18,29,39,41,5,8
1094770800,5,25,33,36,38,2,5
1094166000,8,12,14,15,34,6,7
1093561200,1,11,22,28,44,1,9
1092956400,6,9,10,27,35,6,8
1092351600,20,27,41,43,50,5,8
1091746800,5,15,24,35,44,5,6
1091142000,9,10,19,37,50,1,6
1090537200,7,10,27,31,34,3,8
1089932400,24,26,31,38,50,5,8
1089327600,2,5,12,19,44,8,9
1088722800,4,23,24,28,34,1,3
1088118000,3,21,30,34,35,1,2
1087513200,2,23,28,40,43,2,6
1086908400,2,7,8,10,47,1,7
1086303600,9,13,34,41,42,3,7
1085698800,6,11,35,41,44,5,6
1085094000,15,29,37,39,49,4,9
1084489200,1,3,21,32,39,2,6
1083884400,15,16,21,36,38,1,5
1083279600,5,6,16,23,27,6,7
1082674800,6,10,21,45,49,3,5
1082070000,14,15,28,35,40,1,3
1081465200,1,4,10,19,23,2,8
1080860400,4,12,24,27,36,2,9
1080259200,3,4,10,23,43,2,4
1079654400,33,36,37,42,45,4,9
1079049600,15,24,28,44,47,4,5
1078444800,4,7,33,37,39,1,5
1077840000,14,18,19,31,37,4,5
1077235200,7,13,39,47,50,2,5
1076630400,16,29,32,36,41,7,9
